field_name,source_surface,resource,grain,decomposition_basis,field_type,player_link,fixture_link,club_link,canonical_attachment,relationship_kind,identity_contract,source_identity_required,relationship_note
attFreekickTarget,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attFreekickTotal,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attIboxOwnGoal,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attLgCentre,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attLgLeft,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attLgRight,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attOboxOwnGoal,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attObxdLeft,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attObxdRight,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attOneOnOne,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attOpenplay,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attPenGoal,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attPenMiss,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attPenPost,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attPenTarget,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attPostHigh,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attPostLeft,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attPostRight,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attSetpiece,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attemptedTackleFoul,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attemptsConcededIbox,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attemptsConcededObox,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attemptsIbox,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attemptsObox,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
attendance,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
backwardPass,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
ballRecovery,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
bigChanceCreated,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
bigChanceMissed,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
bigChanceScored,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
blockedCross,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
blockedPass,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
blockedScoringAtt,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
challengeLost,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
clearanceOffLine,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
contentiousDecision,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
cornerTaken,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
crosses18yard,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
crosses18yardplus,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
defenderGoals,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
dispossessed,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
divingSave,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
duelLost,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
duelWon,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
effectiveBlockedCross,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
effectiveClearance,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
effectiveHeadClearance,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
errorLeadToGoal,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
errorLeadToShot,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
expectedAssists,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
expectedGoals,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
expectedGoalsFreekick,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
expectedGoalsOnTarget,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
expectedGoalsOnTargetConceded,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
fiftyFifty,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
finalThirdEntries,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
fkFoulLost,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
fkFoulWon,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
forwardGoals,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
foulThrowIn,FRL_LOCAL_CSV,team_match,team_match,pre-existing specific grain,unknown,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
